player0_position_x,player0_position_y,player0_position_z,player0_position_a,player1_position_x,player1_position_y,player1_position_z,player1_position_a,order0,order1
15.73,0,2.2,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,2.2,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,2.2,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.97,0,2.2,103.61,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
16.32,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
16.8,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
17.16,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
17.52,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.21,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
18.2,0,2.22,90.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
